,sex,foreigner,national_group,province_resid,age_atmaincrime,dateofbirth,priorcrimes_dummy,priorcrimes_number_group,maincrime_cat,maincrime_violent,totalmaincrimes_number,maincrime_date,maincrime_year,province_execution,maincrime_program,maincrime_program2,maincrime_program_group,maincrime_programduration_group,V28_temps_inici,V29_durada_programa,V30_data_inici_programa,V31_data_fi_programa,recid15_date,recid15_age,recid15_number,recid15_durat_group,recid15_crime_group,recid15_crime_viol,recid15_viol,recid15_program,recid15_program_group,recid15_totsum,recid15_dummy,recid13_date,recid13_age,recid13_number,recid13_durat_group,recid13_crime_group,recid13_crime_viol,recid13_program,recid13_program_group,recid13_totsum,recid13_dummy
424,Home,Espanyol,Spain,Barcelona,15.0,1992-02-01,Amb antecedents,3 fets o més,Contra les persones,Violent,3,2007-05-17,2007,Barcelona,Internament en centre,Mesures d'execució,Internament,De 6 mesos a 1 any,664.0,316,2009-03-11,2010-01-22,2012-12-24 00:00:00,20.0,5.0,De 2 a 3 anys,Contra les persones,Violent,True,SIPC - Presó,Presó,Més de 3 reincidències,Sí,2012-12-24 00:00:00,20.0,1.0,De 2 a 3 anys,Contra les persones,Violent,SIPC - Presó,Presó,1 reincidència,Sí
446,Home,Estranger,Magrib,Barcelona,14.0,1992-09-04,Amb antecedents,2 fets,Contra les persones,Violent,2,2007-08-08,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,483.0,453,2008-12-03,2010-03-02,2012-07-18 00:00:00,19.0,2.0,De 2 a 3 anys,Contra la propietat violent,Violent,True,SIPC - Preventiva,Presó,2 o 3 reincidències,Sí,2012-07-18 00:00:00,19.0,2.0,De 2 a 3 anys,Contra la propietat violent,Violent,SIPC - Preventiva,Presó,2 o 3 reincidències,Sí
447,Home,Estranger,Magrib,Girona,16.0,1988-06-24,Amb antecedents,1 fet,Contra les persones,Violent,1,2005-05-30,2005,Girona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,733.0,983,2007-06-02,2010-02-10,2011-07-05 00:00:00,23.0,4.0,D'1 a 2 anys,Contra la propietat no violent,No violent,False,SIPC - Localització permanent,LP,Més de 3 reincidències,Sí,2011-07-05 00:00:00,23.0,3.0,D'1 a 2 anys,Contra la propietat no violent,No violent,SIPC - Localització permanent,LP,2 o 3 reincidències,Sí
465,Home,Estranger,Magrib,Tarragona,15.0,1991-03-23,Amb antecedents,2 fets,Contra les persones,Violent,2,2006-10-23,2006,Tarragona,Permanència de cap de setmana en domicili,Mesures d'execució,Altres medi obert,Més d'1 any,528.0,656,2008-04-03,2010-01-20,2012-11-21 00:00:00,21.0,1.0,De 2 a 3 anys,Contra les persones,Violent,True,MPA - Treballs en benefici de la comunitat,TBC,1 reincidència,Sí,2012-11-21 00:00:00,21.0,1.0,De 2 a 3 anys,Contra les persones,Violent,MPA - Treballs en benefici de la comunitat,TBC,1 reincidència,Sí
468,Dona,Espanyol,Spain,Tarragona,17.0,1989-11-01,Amb antecedents,3 fets o més,Contra les persones,Violent,5,2007-08-27,2007,Tarragona,Permanència de cap de setmana en domicili,Mesures d'execució,Altres medi obert,De 6 mesos a 1 any,693.0,185,2009-07-20,2010-01-21,2011-11-01 00:00:00,22.0,1.0,D'1 a 2 anys,Altres,No violent,False,SIPC - Localització permanent,LP,1 reincidència,Sí,2011-11-01 00:00:00,22.0,1.0,D'1 a 2 anys,Altres,No violent,SIPC - Localització permanent,LP,1 reincidència,Sí
470,Home,Espanyol,Spain,Barcelona,17.0,1987-06-09,Amb antecedents,3 fets o més,Contra les persones,Violent,3,2004-10-09,2004,Barcelona,Internament en centre,Mesures d'execució,Internament,Menys de 6 mesos,1893.0,105,2009-12-15,2010-03-31,2013-03-13 00:00:00,25.0,7.0,De 2 a 3 anys,Contra la propietat no violent,No violent,False,SIPC - Presó,Presó,Més de 3 reincidències,Sí,2013-03-13 00:00:00,25.0,6.0,De 2 a 3 anys,Contra la propietat no violent,No violent,SIPC - Presó,Presó,Més de 3 reincidències,Sí
471,Home,Espanyol,Spain,Barcelona,17.0,1990-04-03,Amb antecedents,1 fet,Contra les persones,Violent,1,2007-05-06,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,219.0,1059,2007-12-11,2010-11-04,2011-04-01 00:00:00,20.0,1.0,Menys de 6 mesos,Altres,No violent,False,MPA - Treballs en benefici de la comunitat,TBC,1 reincidència,Sí,2011-04-01 00:00:00,20.0,1.0,Menys de 6 mesos,Altres,No violent,MPA - Treballs en benefici de la comunitat,TBC,1 reincidència,Sí
480,Dona,Espanyol,Spain,Barcelona,15.0,1989-10-17,Amb antecedents,3 fets o més,Contra la propietat violent,Violent,3,2005-04-22,2005,Barcelona,Internament en centre,Mesures d'execució,Internament,Més d'1 any,1360.0,400,2009-01-11,2010-02-15,2010-11-30 00:00:00,21.0,8.0,De 6 mesos a 1 any,Contra la propietat no violent,No violent,False,MPA - Programes formatius,Altres MPA,Més de 3 reincidències,Sí,2011-02-01 00:00:00,21.0,3.0,De 6 mesos a 1 any,Contra la propietat no violent,No violent,SIPC - Localització permanent,LP,2 o 3 reincidències,Sí
481,Home,Espanyol,Spain,Barcelona,17.0,1989-10-23,Amb antecedents,3 fets o més,Contra la propietat violent,Violent,6,2007-06-22,2007,Barcelona,Internament en centre,Mesures d'execució,Internament,De 6 mesos a 1 any,570.0,358,2009-01-12,2010-01-06,2010-02-20 00:00:00,20.0,4.0,Menys de 6 mesos,Contra la propietat violent,Violent,True,SIPC - Preventiva,Presó,Més de 3 reincidències,Sí,2010-02-20 00:00:00,20.0,4.0,Menys de 6 mesos,Contra la propietat violent,Violent,SIPC - Preventiva,Presó,Més de 3 reincidències,Sí
484,Home,Espanyol,Spain,Lleida,15.0,1988-05-03,Amb antecedents,1 fet,Contra la propietat violent,Violent,1,2003-10-06,2003,Lleida,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,1807.0,544,2008-09-16,2010-03-14,2011-03-31 00:00:00,22.0,4.0,D'1 a 2 anys,Contra la propietat no violent,No violent,False,SIPC - Preventiva,Presó,Més de 3 reincidències,Sí,2011-03-31 00:00:00,22.0,2.0,D'1 a 2 anys,Contra la propietat no violent,No violent,SIPC - Preventiva,Presó,2 o 3 reincidències,Sí
486,Home,Estranger,Centre i Sud Amèrica,Barcelona,17.0,1989-10-12,Amb antecedents,2 fets,Contra la propietat violent,Violent,2,2007-01-14,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,879.0,269,2009-06-11,2010-03-07,2012-05-14 00:00:00,22.0,1.0,De 2 a 3 anys,Contra les persones,Violent,True,SIPC - Preventiva,Presó,1 reincidència,Sí,2012-05-14 00:00:00,22.0,1.0,De 2 a 3 anys,Contra les persones,Violent,SIPC - Preventiva,Presó,1 reincidència,Sí
561,Home,Espanyol,Spain,Tarragona,15.0,1991-06-13,Amb antecedents,1 fet,Contra la propietat violent,Violent,1,2006-07-06,2006,Tarragona,Permanència de cap de setmana en domicili,Mesures d'execució,Altres medi obert,De 6 mesos a 1 any,1089.0,198,2009-06-29,2010-01-14,2011-01-30 00:00:00,19.0,2.0,D'1 a 2 anys,Altres,No violent,False,MPA - Treballs en benefici de la comunitat,TBC,2 o 3 reincidències,Sí,2011-01-30 00:00:00,19.0,1.0,D'1 a 2 anys,Altres,No violent,MPA - Treballs en benefici de la comunitat,TBC,1 reincidència,Sí
562,Home,Espanyol,Spain,Barcelona,15.0,1991-08-28,Amb antecedents,1 fet,Contra la propietat violent,Violent,1,2007-07-18,2007,Barcelona,Prestacions en benefici de la comunitat,Mesures d'execució,PBC,De 6 mesos a 1 any,852.0,297,2009-11-16,2010-09-09,2011-04-24 00:00:00,19.0,1.0,De 6 mesos a 1 any,Contra les persones,Violent,True,MPA - Treballs en benefici de la comunitat,TBC,1 reincidència,Sí,2011-04-24 00:00:00,19.0,1.0,De 6 mesos a 1 any,Contra les persones,Violent,MPA - Treballs en benefici de la comunitat,TBC,1 reincidència,Sí
574,Home,Espanyol,Spain,Barcelona,14.0,1990-07-30,Amb antecedents,3 fets o més,Contra la propietat violent,Violent,10,2005-02-15,2005,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,694.0,1093,2007-01-10,2010-01-08,2012-11-09 00:00:00,22.0,1.0,De 2 a 3 anys,Contra la propietat violent,Violent,True,SIPC - Preventiva,Presó,1 reincidència,Sí,2012-11-09 00:00:00,22.0,1.0,De 2 a 3 anys,Contra la propietat violent,Violent,SIPC - Preventiva,Presó,1 reincidència,Sí
575,Home,Estranger,Centre i Sud Amèrica,Barcelona,15.0,1990-07-04,Amb antecedents,1 fet,Contra la propietat violent,Violent,1,2005-08-10,2005,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,610.0,1091,2007-04-12,2010-04-07,2013-06-24 00:00:00,22.0,2.0,De 3 a 4 anys,Altres,No violent,False,SIPC - Presó,Presó,2 o 3 reincidències,Sí,2013-06-24 00:00:00,22.0,1.0,De 3 a 4 anys,Altres,No violent,SIPC - Presó,Presó,1 reincidència,Sí
585,Home,Espanyol,Spain,Barcelona,14.0,1992-07-07,Amb antecedents,2 fets,Contra la propietat violent,Violent,2,2006-11-02,2006,Barcelona,Prestacions en benefici de la comunitat,Mesures d'execució,PBC,Més d'1 any,721.0,497,2008-10-23,2010-03-04,2010-05-17 00:00:00,17.0,3.0,Menys de 6 mesos,Contra les persones,Violent,True,Assessorament tècnic menors,ATM,2 o 3 reincidències,Sí,2010-05-17 00:00:00,17.0,3.0,Menys de 6 mesos,Contra les persones,Violent,Assessorament tècnic menors,ATM,2 o 3 reincidències,Sí
589,Home,Estranger,Centre i Sud Amèrica,unknown,17.0,1990-03-05,Amb antecedents,1 fet,Contra la propietat violent,Violent,1,2007-12-30,2007,Tarragona,Realització de tasques socioeducatives,Mesures d'execució,Altres medi obert,Més d'1 any,345.0,456,2008-12-09,2010-03-11,2011-07-07 00:00:00,21.0,2.0,D'1 a 2 anys,Altres,No violent,False,MPA - Treballs en benefici de la comunitat,TBC,2 o 3 reincidències,Sí,2011-07-10 00:00:00,21.0,1.0,D'1 a 2 anys,Altres,No violent,SIPC - Preventiva,Presó,1 reincidència,Sí
593,Home,Estranger,Magrib,Tarragona,15.0,1991-12-17,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2007-09-30,2007,Tarragona,Internament en centre,Mesures d'execució,Internament,De 6 mesos a 1 any,563.0,297,2009-04-15,2010-02-07,2011-06-05 00:00:00,19.0,3.0,D'1 a 2 anys,Contra la propietat no violent,No violent,False,MPA - Treballs en benefici de la comunitat,TBC,2 o 3 reincidències,Sí,2011-06-05 00:00:00,19.0,2.0,D'1 a 2 anys,Contra la propietat no violent,No violent,MPA - Treballs en benefici de la comunitat,TBC,2 o 3 reincidències,Sí
595,Home,Espanyol,Spain,Barcelona,17.0,1990-04-30,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2007-10-02,2007,Barcelona,Internament en centre,Mesures d'execució,Internament,Menys de 6 mesos,696.0,148,2009-08-28,2010-01-24,2013-01-21 00:00:00,22.0,8.0,De 2 a 3 anys,Contra la propietat no violent,No violent,False,SIPC - RPS,RPS,Més de 3 reincidències,Sí,2013-01-21 00:00:00,22.0,2.0,De 2 a 3 anys,Contra la propietat no violent,No violent,SIPC - RPS,RPS,2 o 3 reincidències,Sí
597,Home,Espanyol,Spain,Tarragona,15.0,1990-11-10,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2006-04-12,2006,Tarragona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,743.0,626,2008-04-24,2010-01-11,2011-05-03 00:00:00,20.0,1.0,D'1 a 2 anys,Contra la propietat no violent,No violent,False,SIPC - Localització permanent,LP,1 reincidència,Sí,2011-05-03 00:00:00,20.0,1.0,D'1 a 2 anys,Contra la propietat no violent,No violent,SIPC - Localització permanent,LP,1 reincidència,Sí
598,Home,Espanyol,Spain,Barcelona,14.0,1991-08-05,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2006-04-09,2006,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,428.0,1249,2007-06-11,2010-11-11,2011-06-12 00:00:00,19.0,1.0,De 6 mesos a 1 any,Altres,No violent,False,MPA - Treballs en benefici de la comunitat,TBC,1 reincidència,Sí,2011-06-12 00:00:00,19.0,1.0,De 6 mesos a 1 any,Altres,No violent,MPA - Treballs en benefici de la comunitat,TBC,1 reincidència,Sí
599,Home,Espanyol,Spain,Barcelona,15.0,1991-11-17,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2007-04-22,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,730.0,298,2009-04-21,2010-02-14,2011-03-19 00:00:00,19.0,1.0,D'1 a 2 anys,Contra les persones,Violent,True,SIPC - Localització permanent,LP,1 reincidència,Sí,2011-03-19 00:00:00,19.0,1.0,D'1 a 2 anys,Contra les persones,Violent,SIPC - Localització permanent,LP,1 reincidència,Sí
602,Home,Espanyol,Spain,Barcelona,17.0,1987-05-24,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2005-03-27,2005,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,689.0,1406,2007-02-14,2010-12-21,2012-07-07 00:00:00,25.0,1.0,D'1 a 2 anys,Altres,No violent,False,SIPC - RPS,RPS,1 reincidència,Sí,2012-07-07 00:00:00,25.0,1.0,D'1 a 2 anys,Altres,No violent,SIPC - RPS,RPS,1 reincidència,Sí
603,Home,Estranger,Magrib,Tarragona,16.0,1990-11-18,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2007-05-12,2007,Tarragona,Llibertat vigilada,Mesures d'execució,LV,Menys de 6 mesos,821.0,179,2009-08-10,2010-02-06,2011-07-07 00:00:00,20.0,1.0,D'1 a 2 anys,Altres,No violent,False,MPA - Treballs en benefici de la comunitat,TBC,1 reincidència,Sí,2011-07-07 00:00:00,20.0,1.0,D'1 a 2 anys,Altres,No violent,MPA - Treballs en benefici de la comunitat,TBC,1 reincidència,Sí
605,Home,Estranger,Centre i Sud Amèrica,Barcelona,15.0,1991-12-08,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2007-01-16,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,499.0,602,2008-05-29,2010-01-21,2011-07-16 00:00:00,19.0,1.0,D'1 a 2 anys,Contra la propietat violent,Violent,True,SIPC - Presó,Presó,1 reincidència,Sí,2011-07-16 00:00:00,19.0,1.0,D'1 a 2 anys,Contra la propietat violent,Violent,SIPC - Presó,Presó,1 reincidència,Sí
607,Home,Espanyol,Spain,Barcelona,16.0,1987-10-25,Amb antecedents,3 fets o més,Contra la propietat no violent,No violent,3,2004-04-10,2004,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,1048.0,1075,2007-02-22,2010-02-01,2011-03-29 00:00:00,23.0,1.0,D'1 a 2 anys,Contra les persones,Violent,True,MPA - Altres,Presó,1 reincidència,Sí,2011-03-29 00:00:00,23.0,1.0,D'1 a 2 anys,Contra les persones,Violent,MPA - Altres,Altres MPA,1 reincidència,Sí
608,Home,Espanyol,Spain,Barcelona,16.0,1990-11-18,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2007-04-22,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Menys de 6 mesos,849.0,166,2009-08-18,2010-02-01,2010-04-19 00:00:00,19.0,5.0,Menys de 6 mesos,Contra la propietat violent,Violent,True,SIPC - Presó,Presó,Més de 3 reincidències,Sí,2010-06-29 00:00:00,19.0,1.0,Menys de 6 mesos,Altres,No violent,MPA - Treballs en benefici de la comunitat,TBC,1 reincidència,Sí
609,Home,Espanyol,Spain,Barcelona,17.0,1990-05-05,Amb antecedents,2 fets,Contra la propietat no violent,No violent,2,2007-08-30,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,502.0,485,2009-01-13,2010-05-14,2010-05-29 00:00:00,20.0,14.0,Menys de 6 mesos,Contra la propietat violent,Violent,True,SIPC - Preventiva,Presó,Més de 3 reincidències,Sí,2010-05-29 00:00:00,20.0,2.0,Menys de 6 mesos,Contra la propietat violent,Violent,SIPC - Preventiva,Presó,2 o 3 reincidències,Sí
644,Home,Espanyol,Spain,Barcelona,17.0,1989-06-22,Amb antecedents,3 fets o més,Contra la propietat no violent,No violent,3,2006-08-11,2006,Barcelona,Prestacions en benefici de la comunitat,Mesures d'execució,PBC,Més d'1 any,684.0,615,2008-06-25,2010-03-03,2010-04-30 00:00:00,20.0,1.0,Menys de 6 mesos,Contra la propietat no violent,No violent,False,MPA - Treballs en benefici de la comunitat,TBC,1 reincidència,Sí,2010-04-30 00:00:00,20.0,1.0,Menys de 6 mesos,Contra la propietat no violent,No violent,MPA - Treballs en benefici de la comunitat,TBC,1 reincidència,Sí
670,Home,Estranger,Centre i Sud Amèrica,Girona,15.0,1992-07-27,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2007-09-12,2007,Girona,Realització de tasques socioeducatives,Mesures d'execució,Altres medi obert,Menys de 6 mesos,891.0,94,2010-02-19,2010-05-25,2010-12-11 00:00:00,18.0,7.0,De 6 mesos a 1 any,Contra les persones,Violent,True,MPA - Programes formatius,Altres MPA,Més de 3 reincidències,Sí,2010-12-11 00:00:00,18.0,7.0,De 6 mesos a 1 any,Contra les persones,Violent,MPA - Programes formatius,Altres MPA,Més de 3 reincidències,Sí
674,Home,Espanyol,Spain,Barcelona,16.0,1990-01-08,Amb antecedents,2 fets,Contra la propietat no violent,No violent,2,2006-10-03,2006,Barcelona,Realització de tasques socioeducatives,Mesures d'execució,Altres medi obert,De 6 mesos a 1 any,881.0,318,2009-03-02,2010-01-14,2010-06-05 00:00:00,20.0,7.0,Menys de 6 mesos,Contra les persones,Violent,True,MPA - Treballs en benefici de la comunitat,TBC,Més de 3 reincidències,Sí,2010-06-05 00:00:00,20.0,4.0,Menys de 6 mesos,Contra les persones,Violent,MPA - Treballs en benefici de la comunitat,TBC,Més de 3 reincidències,Sí
709,Home,Estranger,Europa,unknown,16.0,1991-09-04,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2007-11-03,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,584.0,243,2009-06-09,2010-02-08,2011-06-03 00:00:00,19.0,1.0,D'1 a 2 anys,unknown,unknown,False,SIPC - Preventiva,Presó,1 reincidència,Sí,2011-06-03 00:00:00,19.0,1.0,D'1 a 2 anys,unknown,unknown,SIPC - Preventiva,Presó,1 reincidència,Sí
712,Home,Estranger,Centre i Sud Amèrica,Lleida,16.0,1991-03-20,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2007-08-21,2007,Lleida,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,512.0,419,2009-01-14,2010-03-10,2010-05-20 00:00:00,19.0,3.0,Menys de 6 mesos,Altres,No violent,False,SIPC - RPS,RPS,2 o 3 reincidències,Sí,2010-05-20 00:00:00,19.0,1.0,Menys de 6 mesos,Altres,No violent,SIPC - RPS,RPS,1 reincidència,Sí
805,Dona,Estranger,Europa,Barcelona,14.0,1989-02-24,Amb antecedents,2 fets,Contra la propietat no violent,No violent,2,2003-12-15,2003,Barcelona,Prestacions en benefici de la comunitat,Mesures d'execució,PBC,Més d'1 any,1394.0,876,2007-10-09,2010-03-03,2013-02-01 00:00:00,23.0,3.0,De 2 a 3 anys,Contra la propietat no violent,No violent,False,MPA - Mediació i reparació d'adults,Altres MPA,2 o 3 reincidències,Sí,2013-02-01 00:00:00,23.0,3.0,De 2 a 3 anys,Contra la propietat no violent,No violent,MPA - Mediació i reparació d'adults,Altres MPA,2 o 3 reincidències,Sí
827,Home,Espanyol,Spain,Barcelona,14.0,1991-04-04,Amb antecedents,3 fets o més,Contra la propietat no violent,No violent,3,2005-08-21,2005,Barcelona,Internament en centre,Mesures d'execució,Internament,Menys de 6 mesos,1612.0,28,2010-01-19,2010-02-17,2010-03-24 00:00:00,18.0,2.0,Menys de 6 mesos,Contra la propietat violent,Violent,True,SIPC - Preventiva,Presó,2 o 3 reincidències,Sí,2010-03-24 00:00:00,18.0,2.0,Menys de 6 mesos,Contra la propietat violent,Violent,SIPC - Preventiva,Presó,2 o 3 reincidències,Sí
828,Home,Espanyol,Spain,Barcelona,14.0,1990-07-25,Amb antecedents,2 fets,Contra la propietat no violent,No violent,2,2005-06-23,2005,Barcelona,Internament en centre,Mesures d'execució,Internament,Més d'1 any,151.0,1577,2005-11-21,2010-03-18,2011-04-01 00:00:00,20.0,1.0,D'1 a 2 anys,Contra la propietat violent,Violent,True,SIPC - Presó,Presó,1 reincidència,Sí,2011-04-01 00:00:00,20.0,1.0,D'1 a 2 anys,Contra la propietat violent,Violent,SIPC - Presó,Presó,1 reincidència,Sí
829,Home,Espanyol,Spain,Girona,16.0,1991-01-08,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2007-08-27,2007,Girona,Internament en centre,Mesures d'execució,Internament,Menys de 6 mesos,805.0,72,2009-11-09,2010-01-20,2011-06-03 00:00:00,20.0,1.0,D'1 a 2 anys,Contra la propietat violent,Violent,True,SIPC - Presó,Presó,1 reincidència,Sí,2011-06-03 00:00:00,20.0,1.0,D'1 a 2 anys,Contra la propietat violent,Violent,SIPC - Presó,Presó,1 reincidència,Sí
831,Home,Espanyol,Spain,Barcelona,16.0,1991-05-12,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2007-10-06,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,641.0,229,2009-07-08,2010-02-22,2011-11-17 00:00:00,20.0,1.0,D'1 a 2 anys,Contra la propietat no violent,No violent,False,MPA - Treballs en benefici de la comunitat,TBC,1 reincidència,Sí,2011-11-17 00:00:00,20.0,1.0,D'1 a 2 anys,Contra la propietat no violent,No violent,MPA - Treballs en benefici de la comunitat,TBC,1 reincidència,Sí
832,Home,Espanyol,Spain,Barcelona,16.0,1991-01-21,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2007-09-13,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Menys de 6 mesos,685.0,179,2009-07-29,2010-01-24,2011-05-26 00:00:00,20.0,5.0,D'1 a 2 anys,Contra la propietat violent,Violent,True,MPA - Tractament ambulatori (TTA),Altres MPA,Més de 3 reincidències,Sí,2011-06-22 00:00:00,20.0,3.0,D'1 a 2 anys,Contra la propietat violent,Violent,SIPC - Preventiva,Presó,2 o 3 reincidències,Sí
833,Home,Espanyol,Spain,Lleida,17.0,1989-09-12,Amb antecedents,2 fets,Contra la propietat no violent,No violent,2,2007-08-13,2007,Lleida,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,694.0,238,2009-07-07,2010-03-03,2011-04-18 00:00:00,21.0,3.0,D'1 a 2 anys,Contra les persones,Violent,True,SIPC - Localització permanent,LP,2 o 3 reincidències,Sí,2011-04-18 00:00:00,21.0,2.0,D'1 a 2 anys,Contra les persones,Violent,SIPC - Localització permanent,LP,2 o 3 reincidències,Sí
834,Home,Estranger,Europa,Lleida,17.0,1990-03-04,Amb antecedents,2 fets,Contra la propietat no violent,No violent,2,2007-12-07,2007,Lleida,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,515.0,298,2009-05-05,2010-02-28,2010-04-22 00:00:00,20.0,2.0,Menys de 6 mesos,Contra la propietat no violent,No violent,False,SIPC - Localització permanent,LP,2 o 3 reincidències,Sí,2010-04-22 00:00:00,20.0,2.0,Menys de 6 mesos,Contra la propietat no violent,No violent,SIPC - Localització permanent,LP,2 o 3 reincidències,Sí
