,sex,foreigner,national_group,province_resid,age_atmaincrime,dateofbirth,priorcrimes_dummy,priorcrimes_number_group,maincrime_cat,maincrime_violent,totalmaincrimes_number,maincrime_date,maincrime_year,province_execution,maincrime_program,maincrime_program2,maincrime_program_group,maincrime_programduration_group,V28_temps_inici,V29_durada_programa,V30_data_inici_programa,V31_data_fi_programa,recid15_date,recid15_age,recid15_number,recid15_durat_group,recid15_crime_group,recid15_crime_viol,recid15_viol,recid15_program,recid15_program_group,recid15_totsum,recid15_dummy,recid13_date,recid13_age,recid13_number,recid13_durat_group,recid13_crime_group,recid13_crime_viol,recid13_program,recid13_program_group,recid13_totsum,recid13_dummy,savry
1133,Home,Espanyol,Spain,Girona,15.0,1991-11-10,Amb antecedents,3 fets o més,Altres,No violent,4,2007-08-18,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,270.0,905,2008-05-14,2010-11-05,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,True
1135,Home,Espanyol,Spain,Lleida,16.0,1991-04-09,Amb antecedents,1 fet,Altres,No violent,1,2008-02-19,2008,Lleida,Prestacions en benefici de la comunitat,Mesures d'execució,PBC,Menys de 6 mesos,692.0,58,2010-01-11,2010-03-10,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,True
1136,Home,Espanyol,Spain,Barcelona,17.0,1992-05-23,Amb antecedents,3 fets o més,Altres,No violent,3,2010-01-01,2010,Barcelona,Assessorament tècnic menors,ATM,Assessorament tècnic menors,Menys de 6 mesos,54.0,19,2010-02-24,2010-03-16,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,True
1139,Home,Espanyol,Spain,Barcelona,17.0,1992-02-29,Amb antecedents,1 fet,Altres,No violent,1,2009-07-06,2009,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Menys de 6 mesos,346.0,119,2010-06-17,2010-10-14,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,True
1140,Home,Espanyol,Spain,Barcelona,17.0,1992-04-15,Amb antecedents,1 fet,Altres,No violent,1,2009-07-06,2009,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Menys de 6 mesos,351.0,119,2010-06-22,2010-10-19,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,True
1141,Dona,Espanyol,Spain,Barcelona,15.0,1993-07-31,Amb antecedents,1 fet,Altres,No violent,1,2008-10-26,2008,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Menys de 6 mesos,508.0,148,2010-03-18,2010-08-14,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,True
1142,Home,Espanyol,Spain,Lleida,16.0,1992-07-02,Amb antecedents,1 fet,Altres,No violent,1,2009-02-01,2009,Lleida,Llibertat vigilada,Mesures d'execució,LV,Menys de 6 mesos,415.0,178,2010-03-23,2010-09-18,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,True
1143,Home,Espanyol,Spain,Lleida,14.0,1991-06-15,Amb antecedents,1 fet,Altres,No violent,1,2006-04-19,2006,Lleida,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,1069.0,439,2009-03-23,2010-06-05,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,True
1144,Home,Espanyol,Spain,Barcelona,16.0,1991-12-31,Amb antecedents,1 fet,Altres,No violent,1,2008-07-17,2008,Barcelona,Prestacions en benefici de la comunitat,Mesures d'execució,PBC,Menys de 6 mesos,671.0,74,2010-05-19,2010-08-02,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,True
1145,Home,Espanyol,Spain,Barcelona,16.0,1991-04-01,Amb antecedents,2 fets,Altres,No violent,2,2007-06-09,2007,Barcelona,Realització de tasques socioeducatives,Mesures d'execució,Altres medi obert,De 6 mesos a 1 any,957.0,195,2010-01-21,2010-08-05,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,True
1147,Home,Espanyol,Spain,Barcelona,17.0,1992-06-23,Amb antecedents,2 fets,Altres,No violent,2,2009-11-17,2009,Barcelona,Mediació i reparació menors,MRM,Mediació i reparació menors,De 6 mesos a 1 any,155.0,183,2010-04-21,2010-10-22,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,True
1149,Home,Espanyol,Spain,Barcelona,16.0,1992-10-09,Amb antecedents,1 fet,Altres,No violent,1,2009-07-21,2009,Barcelona,Mediació i reparació menors,MRM,Mediació i reparació menors,Menys de 6 mesos,171.0,75,2010-01-08,2010-03-24,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,True
1150,Dona,Espanyol,Spain,Barcelona,14.0,1994-04-17,Amb antecedents,1 fet,Contra les persones,Violent,1,2008-09-29,2008,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Menys de 6 mesos,491.0,119,2010-02-02,2010-06-01,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,True
1151,Home,Espanyol,Spain,Barcelona,16.0,1991-07-14,Amb antecedents,3 fets o més,Contra les persones,Violent,3,2008-02-09,2008,Barcelona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,654.0,364,2009-11-24,2010-11-23,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,True
1156,Home,Espanyol,Spain,Barcelona,17.0,1992-02-28,Amb antecedents,1 fet,Contra les persones,Violent,1,2009-11-26,2009,Barcelona,Assessorament tècnic menors,ATM,Assessorament tècnic menors,Menys de 6 mesos,112.0,48,2010-03-18,2010-05-06,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,True
1157,Home,Espanyol,Spain,Barcelona,17.0,1992-07-04,Amb antecedents,2 fets,Contra les persones,Violent,2,2010-06-24,2010,Barcelona,Assessorament tècnic menors,ATM,Assessorament tècnic menors,Menys de 6 mesos,33.0,7,2010-07-27,2010-08-04,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,True
1158,Home,Espanyol,Spain,Barcelona,15.0,1993-11-25,Amb antecedents,1 fet,Contra les persones,Violent,1,2009-03-31,2009,Barcelona,Prestacions en benefici de la comunitat,Mesures d'execució,PBC,Menys de 6 mesos,428.0,126,2010-06-02,2010-10-06,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,True
1161,Dona,Espanyol,Spain,Barcelona,15.0,1992-05-15,Amb antecedents,3 fets o més,Contra les persones,Violent,3,2008-01-16,2008,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,434.0,553,2009-03-25,2010-09-29,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,True
1165,Dona,Espanyol,Spain,Barcelona,15.0,1991-09-09,Amb antecedents,2 fets,Contra les persones,Violent,2,2007-05-10,2007,Girona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,664.0,427,2009-03-04,2010-05-05,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,True
1166,Home,Espanyol,Spain,Barcelona,16.0,1991-08-07,Amb antecedents,3 fets o més,Contra les persones,Violent,3,2008-02-07,2008,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,246.0,578,2008-10-10,2010-05-12,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,True
1167,Home,Espanyol,Spain,Barcelona,17.0,1990-11-19,Amb antecedents,1 fet,Contra les persones,Violent,1,2008-11-05,2008,Barcelona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,272.0,220,2009-08-04,2010-03-12,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,True
1168,Home,Espanyol,Spain,Barcelona,17.0,1990-12-15,Amb antecedents,1 fet,Contra les persones,Violent,1,2008-11-04,2008,Barcelona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,309.0,292,2009-09-09,2010-06-29,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,True
1169,Dona,Espanyol,Spain,Barcelona,17.0,1991-10-13,Amb antecedents,3 fets o més,Contra les persones,Violent,4,2008-12-19,2008,Barcelona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,190.0,274,2009-06-27,2010-03-29,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,True
1171,Home,Espanyol,Spain,Girona,16.0,1990-12-11,Amb antecedents,2 fets,Contra les persones,Violent,2,2007-03-11,2007,Girona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,1129.0,211,2010-04-13,2010-11-10,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,True
1177,Home,Espanyol,Spain,Barcelona,16.0,1991-11-02,Amb antecedents,1 fet,Contra la propietat violent,Violent,1,2008-10-19,2008,Barcelona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,410.0,322,2009-12-03,2010-10-21,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,True
1178,Home,Espanyol,Spain,unknown,17.0,1990-10-04,Amb antecedents,2 fets,Contra la propietat violent,Violent,2,2007-12-20,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,560.0,355,2009-07-02,2010-06-22,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,True
1181,Home,Espanyol,Spain,Barcelona,15.0,1991-07-17,Amb antecedents,2 fets,Contra la propietat violent,Violent,2,2007-02-15,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,459.0,757,2008-05-19,2010-06-16,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,True
1182,Home,Espanyol,Spain,Barcelona,16.0,1991-04-15,Amb antecedents,1 fet,Contra la propietat violent,Violent,1,2008-03-01,2008,Barcelona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,696.0,238,2010-01-26,2010-09-22,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,True
1184,Dona,Espanyol,Spain,unknown,15.0,1992-02-07,Amb antecedents,2 fets,Contra la propietat violent,Violent,2,2007-12-05,2007,Barcelona,Realització de tasques socioeducatives,Mesures d'execució,Altres medi obert,De 6 mesos a 1 any,652.0,220,2009-09-17,2010-04-26,2015-05-02 00:00:00,23.0,1.0,De 5 a 6 anys,Contra la propietat no violent,No violent,False,MPA - Treballs en benefici de la comunitat,TBC,1 reincidència,Sí,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,True
1185,Dona,Espanyol,Spain,Barcelona,15.0,1992-08-24,Amb antecedents,2 fets,Contra la propietat violent,Violent,2,2007-12-05,2007,Barcelona,Realització de tasques socioeducatives,Mesures d'execució,Altres medi obert,De 6 mesos a 1 any,643.0,247,2009-09-08,2010-05-14,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,True
1186,Home,Espanyol,Spain,Barcelona,16.0,1991-09-04,Amb antecedents,3 fets o més,Contra la propietat violent,Violent,3,2008-01-30,2008,Barcelona,Realització de tasques socioeducatives,Mesures d'execució,Altres medi obert,Més d'1 any,642.0,389,2009-11-02,2010-11-26,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,True
1188,Dona,Espanyol,Spain,Barcelona,17.0,1992-02-21,Amb antecedents,1 fet,Contra la propietat violent,Violent,1,2009-11-27,2009,Barcelona,Assessorament tècnic menors,ATM,Assessorament tècnic menors,Menys de 6 mesos,145.0,0,2010-04-21,2010-04-21,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,True
1190,Home,Espanyol,Spain,Barcelona,15.0,1991-01-30,Amb antecedents,3 fets o més,Contra la propietat violent,Violent,5,2006-09-06,2006,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,384.0,1085,2007-09-25,2010-09-15,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,True
1191,Home,Espanyol,Spain,Lleida,16.0,1989-05-29,Amb antecedents,1 fet,Contra la propietat violent,Violent,1,2005-10-28,2005,Lleida,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,1082.0,538,2008-10-14,2010-04-06,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,True
1192,Home,Espanyol,Spain,Lleida,16.0,1992-08-18,Amb antecedents,3 fets o més,Contra la propietat violent,Violent,9,2008-10-29,2008,Lleida,Internament en centre,Mesures d'execució,Internament,Més d'1 any,135.0,494,2009-03-13,2010-07-20,2013-03-02 00:00:00,20.0,1.0,De 2 a 3 anys,Contra la propietat no violent,No violent,False,SIPC - Presó,Presó,1 reincidència,Sí,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,True
1193,Home,Espanyol,Spain,Tarragona,15.0,1993-08-10,Amb antecedents,1 fet,Contra la propietat violent,Violent,1,2009-06-08,2009,Tarragona,Internament en centre,Mesures d'execució,Internament,Menys de 6 mesos,163.0,158,2009-11-18,2010-04-25,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,True
1196,Home,Espanyol,Spain,Lleida,16.0,1992-10-04,Amb antecedents,1 fet,Contra la propietat violent,Violent,1,2008-10-21,2008,Lleida,Internament en centre,Mesures d'execució,Internament,Més d'1 any,230.0,478,2009-06-08,2010-09-30,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,True
1197,Home,Espanyol,Spain,Barcelona,16.0,1991-10-18,Amb antecedents,1 fet,Contra la propietat violent,Violent,1,2008-02-23,2008,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,339.0,669,2009-01-27,2010-11-27,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,True
1199,Home,Espanyol,Spain,Girona,17.0,1990-11-23,Amb antecedents,1 fet,Contra la propietat violent,Violent,1,2008-10-06,2008,Girona,Prestacions en benefici de la comunitat,Mesures d'execució,PBC,De 6 mesos a 1 any,576.0,194,2010-05-05,2010-11-15,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,True
1200,Home,Espanyol,Spain,Tarragona,16.0,1992-07-21,Amb antecedents,2 fets,Contra la propietat no violent,No violent,2,2009-05-15,2009,Tarragona,Internament en centre,Mesures d'execució,Internament,De 6 mesos a 1 any,210.0,293,2009-12-11,2010-10-01,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,True
1201,Home,Espanyol,Spain,Tarragona,16.0,1991-12-12,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2008-01-28,2008,Tarragona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,681.0,209,2009-12-09,2010-07-07,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,True
1202,Home,Espanyol,Spain,Barcelona,17.0,1990-10-19,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2008-09-06,2008,Barcelona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,444.0,298,2009-11-24,2010-09-19,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,True
1203,Home,Espanyol,Spain,Barcelona,17.0,1991-08-17,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2009-03-22,2009,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Menys de 6 mesos,325.0,178,2010-02-10,2010-08-08,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,True
1204,Home,Espanyol,Spain,Girona,17.0,1989-08-13,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2006-09-24,2006,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,541.0,727,2008-03-18,2010-03-15,2015-07-09 00:00:00,25.0,1.0,De 5 a 6 anys,Altres,No violent,False,MPA - Treballs en benefici de la comunitat,TBC,1 reincidència,Sí,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,True
1205,Home,Espanyol,Spain,Barcelona,16.0,1992-07-25,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2008-08-12,2008,Barcelona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,526.0,269,2010-01-20,2010-10-16,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,True
1208,Home,Espanyol,Spain,Barcelona,16.0,1990-09-10,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2006-12-17,2006,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,757.0,509,2009-01-12,2010-06-05,2011-04-07 00:00:00,20.0,1.0,De 6 mesos a 1 any,Contra la propietat no violent,No violent,False,MPA - Assessorament tècnic,Altres MPA,1 reincidència,Sí,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,True
1209,Home,Espanyol,Spain,Barcelona,16.0,1991-08-31,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2008-04-05,2008,Barcelona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,438.0,266,2009-06-17,2010-03-11,2011-01-28 00:00:00,19.0,1.0,De 6 mesos a 1 any,Altres,No violent,False,MPA - Treballs en benefici de la comunitat,TBC,1 reincidència,Sí,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,True
1210,Home,Espanyol,Spain,Lleida,16.0,1991-10-30,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2008-07-09,2008,Lleida,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,335.0,363,2009-06-09,2010-06-08,2014-09-25 00:00:00,22.0,1.0,De 4 a 5 anys,Contra les persones,Violent,True,MPA - Treballs en benefici de la comunitat,TBC,1 reincidència,Sí,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,True
1211,Home,Espanyol,Spain,Barcelona,16.0,1991-11-08,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2008-03-08,2008,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,311.0,629,2009-01-13,2010-10-04,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,True
1214,Home,Espanyol,Spain,unknown,16.0,1992-04-10,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2008-04-18,2008,Barcelona,Prestacions en benefici de la comunitat,Mesures d'execució,PBC,De 6 mesos a 1 any,502.0,249,2009-09-02,2010-05-10,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,True
1215,Home,Espanyol,Spain,Girona,14.0,1992-10-01,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2007-05-25,2007,Girona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,733.0,460,2009-05-27,2010-08-30,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,True
1217,Dona,Espanyol,Spain,Barcelona,17.0,1990-01-25,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2007-08-23,2007,Barcelona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,627.0,282,2009-05-11,2010-02-18,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,True
1220,Home,Espanyol,Spain,Girona,14.0,1992-12-08,Amb antecedents,2 fets,Contra la propietat no violent,No violent,2,2007-03-19,2007,Girona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,899.0,301,2009-09-03,2010-07-01,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,True
1222,Home,Espanyol,Spain,Tarragona,17.0,1991-05-22,Amb antecedents,1 fet,Contra la propietat no violent,No violent,1,2008-12-17,2008,Tarragona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,420.0,180,2010-02-10,2010-08-09,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,True
