,sex,foreigner,national_group,province_resid,age_atmaincrime,dateofbirth,priorcrimes_dummy,priorcrimes_number_group,maincrime_cat,maincrime_violent,totalmaincrimes_number,maincrime_date,maincrime_year,province_execution,maincrime_program,maincrime_program2,maincrime_program_group,maincrime_programduration_group,V28_temps_inici,V29_durada_programa,V30_data_inici_programa,V31_data_fi_programa,recid15_date,recid15_age,recid15_number,recid15_durat_group,recid15_crime_group,recid15_crime_viol,recid15_viol,recid15_program,recid15_program_group,recid15_totsum,recid15_dummy,recid13_date,recid13_age,recid13_number,recid13_durat_group,recid13_crime_group,recid13_crime_viol,recid13_program,recid13_program_group,recid13_totsum,recid13_dummy,savry
4112,Home,Espanyol,Spain,Lleida,15.0,1994-04-12,Sense antecedents,1 fet,Contra la propietat no violent,No violent,1,2009-11-20,2009,Lleida,Prestacions en benefici de la comunitat,Mesures d'execució,PBC,Menys de 6 mesos,182.0,118,2010-05-21,2010-09-16,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
4113,Home,Espanyol,Spain,Girona,15.0,1993-03-16,Sense antecedents,1 fet,Contra la propietat no violent,No violent,1,2009-01-09,2009,Girona,Prestacions en benefici de la comunitat,Mesures d'execució,PBC,Menys de 6 mesos,371.0,10,2010-01-15,2010-01-26,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
4114,Home,Espanyol,Spain,Girona,15.0,1993-06-02,Sense antecedents,1 fet,Contra la propietat no violent,No violent,1,2008-10-21,2008,Girona,Prestacions en benefici de la comunitat,Mesures d'execució,PBC,Menys de 6 mesos,400.0,55,2009-11-25,2010-01-20,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
4115,Home,Espanyol,Spain,Barcelona,14.0,1995-03-10,Sense antecedents,3 fets o més,Contra la propietat no violent,No violent,3,2009-10-30,2009,Barcelona,Assessorament tècnic menors,ATM,Assessorament tècnic menors,Menys de 6 mesos,164.0,36,2010-04-12,2010-05-19,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
4116,Dona,Espanyol,Spain,Girona,15.0,1994-07-07,Sense antecedents,1 fet,Contra la propietat no violent,No violent,1,2009-10-15,2009,Girona,Mediació i reparació menors,MRM,Mediació i reparació menors,Menys de 6 mesos,56.0,47,2009-12-10,2010-01-26,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
4117,Dona,Espanyol,Spain,Girona,15.0,1994-06-20,Sense antecedents,1 fet,Contra la propietat no violent,No violent,1,2009-10-15,2009,Girona,Mediació i reparació menors,MRM,Mediació i reparació menors,Menys de 6 mesos,56.0,47,2009-12-10,2010-01-26,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
4118,Dona,Espanyol,Spain,Girona,15.0,1994-08-14,Sense antecedents,1 fet,Contra la propietat no violent,No violent,1,2009-10-15,2009,Girona,Mediació i reparació menors,MRM,Mediació i reparació menors,Menys de 6 mesos,56.0,47,2009-12-10,2010-01-26,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
4119,Dona,Espanyol,Spain,Girona,15.0,1994-04-19,Sense antecedents,1 fet,Contra la propietat no violent,No violent,1,2009-10-15,2009,Girona,Mediació i reparació menors,MRM,Mediació i reparació menors,Menys de 6 mesos,56.0,47,2009-12-10,2010-01-26,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
4120,Dona,Espanyol,Spain,Girona,15.0,1994-05-02,Sense antecedents,1 fet,Contra la propietat no violent,No violent,1,2009-09-25,2009,Girona,Mediació i reparació menors,MRM,Mediació i reparació menors,Menys de 6 mesos,67.0,87,2009-12-01,2010-02-26,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
4121,Dona,Espanyol,Spain,Girona,14.0,1996-04-30,Sense antecedents,1 fet,Contra la propietat no violent,No violent,1,2010-09-23,2010,Girona,Mediació i reparació menors,MRM,Mediació i reparació menors,Menys de 6 mesos,85.0,11,2010-12-17,2010-12-28,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
4122,Dona,Espanyol,Spain,Barcelona,15.0,1994-10-23,Sense antecedents,1 fet,Contra la propietat no violent,No violent,1,2009-12-10,2009,Barcelona,Mediació i reparació menors,MRM,Mediació i reparació menors,Menys de 6 mesos,102.0,38,2010-03-22,2010-04-30,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
4123,Dona,Espanyol,Spain,Lleida,15.0,1994-08-07,Sense antecedents,1 fet,Contra la propietat no violent,No violent,1,2009-09-25,2009,Lleida,Mediació i reparació menors,MRM,Mediació i reparació menors,Menys de 6 mesos,61.0,168,2009-11-25,2010-05-13,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
4124,Dona,Espanyol,Spain,Barcelona,15.0,1994-08-31,Sense antecedents,1 fet,Contra la propietat no violent,No violent,1,2010-04-07,2010,Barcelona,Mediació i reparació menors,MRM,Mediació i reparació menors,Menys de 6 mesos,84.0,7,2010-06-30,2010-07-08,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
4125,Dona,Espanyol,Spain,Barcelona,15.0,1994-11-11,Sense antecedents,1 fet,Contra la propietat no violent,No violent,1,2010-04-22,2010,Barcelona,Mediació i reparació menors,MRM,Mediació i reparació menors,Menys de 6 mesos,169.0,73,2010-10-08,2010-12-21,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
4126,Dona,Espanyol,Spain,Barcelona,15.0,1994-10-06,Sense antecedents,1 fet,Contra la propietat no violent,No violent,1,2010-05-17,2010,Barcelona,Mediació i reparació menors,MRM,Mediació i reparació menors,Menys de 6 mesos,115.0,60,2010-09-09,2010-11-08,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
4127,Dona,Espanyol,Spain,Lleida,14.0,1994-10-21,Sense antecedents,1 fet,Contra la propietat no violent,No violent,1,2009-02-27,2009,Lleida,Mediació i reparació menors,MRM,Mediació i reparació menors,De 6 mesos a 1 any,88.0,240,2009-05-26,2010-01-21,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
4128,Dona,Espanyol,Spain,Barcelona,14.0,1995-07-29,Sense antecedents,1 fet,Contra la propietat no violent,No violent,1,2010-03-29,2010,Barcelona,Mediació i reparació menors,MRM,Mediació i reparació menors,Menys de 6 mesos,65.0,34,2010-06-02,2010-07-07,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
4129,Dona,Espanyol,Spain,Barcelona,15.0,1994-02-20,Sense antecedents,1 fet,Contra la propietat no violent,No violent,1,2009-12-15,2009,Barcelona,Mediació i reparació menors,MRM,Mediació i reparació menors,Menys de 6 mesos,83.0,44,2010-03-08,2010-04-21,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
4130,Dona,Espanyol,Spain,Girona,15.0,1994-09-29,Sense antecedents,1 fet,Contra la propietat no violent,No violent,1,2010-01-16,2010,Girona,Assessorament tècnic menors,ATM,Assessorament tècnic menors,Menys de 6 mesos,45.0,3,2010-03-02,2010-03-05,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
4131,Dona,Espanyol,Spain,Barcelona,15.0,1994-10-20,Sense antecedents,1 fet,Contra la propietat no violent,No violent,1,2010-02-11,2010,Barcelona,Assessorament tècnic menors,ATM,Assessorament tècnic menors,Menys de 6 mesos,88.0,28,2010-05-10,2010-06-08,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
4132,Dona,Espanyol,Spain,Barcelona,14.0,1995-03-27,Sense antecedents,1 fet,Contra la propietat no violent,No violent,1,2010-02-11,2010,Barcelona,Assessorament tècnic menors,ATM,Assessorament tècnic menors,Menys de 6 mesos,97.0,0,2010-05-19,2010-05-20,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
4133,Dona,Espanyol,Spain,Barcelona,15.0,1995-03-22,Sense antecedents,1 fet,Contra la propietat no violent,No violent,1,2010-06-26,2010,Barcelona,Assessorament tècnic menors,ATM,Assessorament tècnic menors,Menys de 6 mesos,82.0,3,2010-09-16,2010-09-20,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
4134,Dona,Espanyol,Spain,Barcelona,15.0,1992-07-27,Sense antecedents,1 fet,Contra la propietat no violent,No violent,1,2007-09-28,2007,Barcelona,Prestacions en benefici de la comunitat,Mesures d'execució,PBC,De 6 mesos a 1 any,854.0,189,2010-01-29,2010-08-06,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
4135,Dona,Espanyol,Spain,Tarragona,15.0,1992-03-03,Sense antecedents,1 fet,Contra la propietat no violent,No violent,1,2007-09-28,2007,Barcelona,Prestacions en benefici de la comunitat,Mesures d'execució,PBC,De 6 mesos a 1 any,803.0,215,2009-12-09,2010-07-12,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
4151,Home,Espanyol,Spain,Girona,17.0,1993-05-10,Sense antecedents,1 fet,Contra la propietat no violent,No violent,1,2010-05-21,2010,Girona,Mediació i reparació menors,MRM,Mediació i reparació menors,Menys de 6 mesos,108.0,24,2010-09-06,2010-09-30,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
4152,Home,Espanyol,Spain,Girona,17.0,1993-04-27,Sense antecedents,1 fet,Contra la propietat no violent,No violent,1,2010-05-21,2010,Girona,Mediació i reparació menors,MRM,Mediació i reparació menors,Menys de 6 mesos,108.0,24,2010-09-06,2010-09-30,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
4153,Home,Espanyol,Spain,Girona,17.0,1992-08-20,Sense antecedents,1 fet,Contra la propietat no violent,No violent,1,2010-07-02,2010,Girona,Mediació i reparació menors,MRM,Mediació i reparació menors,Menys de 6 mesos,67.0,50,2010-09-07,2010-10-28,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
4154,Home,Espanyol,Spain,Girona,16.0,1994-06-20,Sense antecedents,2 fets,Contra la propietat no violent,No violent,2,2010-07-18,2010,Girona,Mediació i reparació menors,MRM,Mediació i reparació menors,Menys de 6 mesos,57.0,15,2010-09-13,2010-09-29,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
4155,Home,Espanyol,Spain,Girona,17.0,1992-11-08,Sense antecedents,1 fet,Contra la propietat no violent,No violent,1,2010-08-07,2010,Girona,Mediació i reparació menors,MRM,Mediació i reparació menors,Menys de 6 mesos,96.0,19,2010-11-11,2010-11-30,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
4156,Home,Espanyol,Spain,Girona,17.0,1993-05-25,Sense antecedents,1 fet,Contra la propietat no violent,No violent,1,2010-08-17,2010,Girona,Mediació i reparació menors,MRM,Mediació i reparació menors,Menys de 6 mesos,93.0,21,2010-11-18,2010-12-09,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
4157,Home,Espanyol,Spain,Tarragona,16.0,1993-10-09,Sense antecedents,1 fet,Contra la propietat no violent,No violent,1,2010-03-15,2010,Tarragona,Mediació i reparació menors,MRM,Mediació i reparació menors,Menys de 6 mesos,66.0,11,2010-05-20,2010-05-31,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
4158,Home,Espanyol,Spain,Lleida,17.0,1992-09-16,Sense antecedents,1 fet,Contra la propietat no violent,No violent,1,2010-01-03,2010,Lleida,Mediació i reparació menors,MRM,Mediació i reparació menors,Menys de 6 mesos,87.0,26,2010-03-31,2010-04-27,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
4159,Home,Espanyol,Spain,Lleida,16.0,1992-12-24,Sense antecedents,1 fet,Contra la propietat no violent,No violent,1,2009-10-18,2009,Lleida,Mediació i reparació menors,MRM,Mediació i reparació menors,Menys de 6 mesos,159.0,159,2010-03-26,2010-09-02,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
4160,Home,Espanyol,Spain,Lleida,17.0,1992-03-15,Sense antecedents,1 fet,Contra la propietat no violent,No violent,1,2010-02-26,2010,Lleida,Mediació i reparació menors,MRM,Mediació i reparació menors,De 6 mesos a 1 any,55.0,221,2010-04-22,2010-11-29,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
4161,Home,Espanyol,Spain,Barcelona,17.0,1992-08-27,Sense antecedents,1 fet,Contra la propietat no violent,No violent,1,2009-12-10,2009,Barcelona,Mediació i reparació menors,MRM,Mediació i reparació menors,Menys de 6 mesos,102.0,38,2010-03-22,2010-04-30,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
4162,Home,Espanyol,Spain,Barcelona,17.0,1992-12-03,Sense antecedents,1 fet,Contra la propietat no violent,No violent,1,2009-12-30,2009,Barcelona,Mediació i reparació menors,MRM,Mediació i reparació menors,Menys de 6 mesos,68.0,81,2010-03-08,2010-05-28,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
4163,Home,Espanyol,Spain,Barcelona,16.0,1993-07-28,Sense antecedents,1 fet,Contra la propietat no violent,No violent,1,2009-12-15,2009,Barcelona,Mediació i reparació menors,MRM,Mediació i reparació menors,Menys de 6 mesos,86.0,60,2010-03-11,2010-05-11,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
4164,Home,Espanyol,Spain,Barcelona,16.0,1992-12-28,Sense antecedents,2 fets,Contra la propietat no violent,No violent,2,2009-11-05,2009,Barcelona,Mediació i reparació menors,MRM,Mediació i reparació menors,Menys de 6 mesos,127.0,53,2010-03-12,2010-05-05,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
4165,Home,Espanyol,Spain,Barcelona,16.0,1993-07-28,Sense antecedents,1 fet,Contra la propietat no violent,No violent,1,2010-02-14,2010,Barcelona,Mediació i reparació menors,MRM,Mediació i reparació menors,Menys de 6 mesos,78.0,18,2010-05-03,2010-05-21,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
4166,Home,Espanyol,Spain,Barcelona,16.0,1993-08-13,Sense antecedents,1 fet,Contra la propietat no violent,No violent,1,2010-03-29,2010,Barcelona,Mediació i reparació menors,MRM,Mediació i reparació menors,Menys de 6 mesos,65.0,112,2010-06-02,2010-09-23,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
4167,Home,Espanyol,Spain,Barcelona,17.0,1992-07-14,Sense antecedents,1 fet,Contra la propietat no violent,No violent,1,2010-06-01,2010,Barcelona,Mediació i reparació menors,MRM,Mediació i reparació menors,Menys de 6 mesos,108.0,72,2010-09-17,2010-11-29,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
4168,Home,Espanyol,Spain,Barcelona,16.0,1993-12-14,Sense antecedents,1 fet,Contra la propietat no violent,No violent,1,2010-04-17,2010,Barcelona,Mediació i reparació menors,MRM,Mediació i reparació menors,Menys de 6 mesos,149.0,36,2010-09-13,2010-10-19,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
4169,Home,Espanyol,Spain,Barcelona,16.0,1993-02-04,Sense antecedents,1 fet,Contra la propietat no violent,No violent,1,2009-08-06,2009,Barcelona,Mediació i reparació menors,MRM,Mediació i reparació menors,Menys de 6 mesos,112.0,110,2009-11-26,2010-03-16,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
4170,Home,Espanyol,Spain,Barcelona,17.0,1992-11-24,Sense antecedents,1 fet,Contra la propietat no violent,No violent,1,2010-08-16,2010,Barcelona,Mediació i reparació menors,MRM,Mediació i reparació menors,Menys de 6 mesos,79.0,48,2010-11-03,2010-12-22,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
4171,Home,Espanyol,Spain,Barcelona,17.0,1992-09-14,Sense antecedents,1 fet,Contra la propietat no violent,No violent,1,2010-08-16,2010,Barcelona,Mediació i reparació menors,MRM,Mediació i reparació menors,Menys de 6 mesos,80.0,47,2010-11-04,2010-12-22,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
4172,Home,Espanyol,Spain,Barcelona,17.0,1992-08-15,Sense antecedents,1 fet,Contra la propietat no violent,No violent,1,2009-10-04,2009,Barcelona,Mediació i reparació menors,MRM,Mediació i reparació menors,Menys de 6 mesos,46.0,129,2009-11-19,2010-03-29,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
4173,Home,Espanyol,Spain,Barcelona,16.0,1992-12-04,Sense antecedents,1 fet,Contra la propietat no violent,No violent,1,2009-11-13,2009,Barcelona,Mediació i reparació menors,MRM,Mediació i reparació menors,Menys de 6 mesos,68.0,132,2010-01-20,2010-06-02,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
4174,Home,Espanyol,Spain,Barcelona,17.0,1991-12-02,Sense antecedents,1 fet,Contra la propietat no violent,No violent,1,2009-11-13,2009,Barcelona,Mediació i reparació menors,MRM,Mediació i reparació menors,Menys de 6 mesos,68.0,132,2010-01-20,2010-06-02,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
4175,Home,Espanyol,Spain,Lleida,17.0,1992-02-14,Sense antecedents,1 fet,Contra la propietat no violent,No violent,1,2009-05-28,2009,Lleida,Mediació i reparació menors,MRM,Mediació i reparació menors,De 6 mesos a 1 any,245.0,237,2010-01-28,2010-09-23,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
4176,Home,Espanyol,Spain,Barcelona,17.0,1992-05-01,Sense antecedents,1 fet,Contra la propietat no violent,No violent,1,2009-11-07,2009,Barcelona,Mediació i reparació menors,MRM,Mediació i reparació menors,Menys de 6 mesos,179.0,69,2010-05-05,2010-07-13,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
4177,Home,Espanyol,Spain,Barcelona,17.0,1992-02-27,Sense antecedents,1 fet,Contra la propietat no violent,No violent,1,2009-11-12,2009,Barcelona,Mediació i reparació menors,MRM,Mediació i reparació menors,Menys de 6 mesos,154.0,66,2010-04-15,2010-06-21,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
4178,Home,Espanyol,Spain,Tarragona,17.0,1992-08-14,Sense antecedents,1 fet,Contra la propietat no violent,No violent,1,2010-04-29,2010,Tarragona,Assessorament tècnic menors,ATM,Assessorament tècnic menors,Menys de 6 mesos,81.0,0,2010-07-19,2010-07-19,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
4179,Home,Espanyol,Spain,Barcelona,17.0,1992-07-09,Sense antecedents,1 fet,Contra la propietat no violent,No violent,1,2010-03-17,2010,Barcelona,Assessorament tècnic menors,ATM,Assessorament tècnic menors,Menys de 6 mesos,78.0,25,2010-06-03,2010-06-29,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
4180,Home,Espanyol,Spain,Barcelona,17.0,1993-01-12,Sense antecedents,1 fet,Contra la propietat no violent,No violent,1,2010-03-17,2010,Barcelona,Assessorament tècnic menors,ATM,Assessorament tècnic menors,Menys de 6 mesos,86.0,17,2010-06-11,2010-06-29,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,False,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,False
